X,Y,施設名,施設名かな,所在地,地区名,TEL,FAX,詳細情報,URL,小分類,施設ID,コード,H27生徒数,H23生徒数
135.50279,34.657983,(建設中　小中一貫校),,,浪速区,,,,,小学校,,,,,,,,
135.490694,34.65823525,大阪市立栄小学校,おおさかしりつさかえしょうがっこう,浪速区浪速東１－１－６１,浪速区,06-6568-5855,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611301,小学校,2668,16101,157,130
135.497133,34.66517208,大阪市立難波元町小学校,おおさかしりつなんばもとまちしょうがっこう,浪速区元町1-5-30,浪速区,06-6632-5668,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611302,小学校,2611,16102,144,141
135.4965111,34.653494,大阪市立大国小学校,おおさかしりつだいこくしょうがっこう,浪速区大国1-9-3,浪速区,06-6631-0171,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611303,小学校,2624,16103,152,135
135.5027473,34.65296086,大阪市立恵美小学校,おおさかしりつえみしょうがっこう,浪速区恵美須西2-13-9,浪速区,06-6643-1212,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611304,小学校,2606,16104,101,126
135.5082692,34.65814711,大阪市立日東小学校,おおさかしりつにっとうしょうがっこう,浪速区日本橋東3-1-23,浪速区,06-6632-7046,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611305,小学校,2646,16105,268,217
135.5067971,34.66220294,大阪市立日本橋小学校,おおさかしりつにっぽんばししょうがっこう,浪速区日本橋3-2-27,浪速区,06-6641-0544,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611306,小学校,2634,16106,38,49
135.4988079,34.65598317,大阪市立敷津小学校,おおさかしりつしきつしょうがっこう,浪速区敷津東3-9-32,浪速区,06-6641-0101,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e611307,小学校,2661,16107,272,90
135.490589,34.66141897,大阪市立塩草立葉小学校,おおさかしりつしおくさたてばしょうがっこう,浪速区塩草1-4-31,浪速区,06-6561-3095,,,http://swa.city-osaka.ed.jp/swas/index.php?id=e61130803,小学校,2591,16107,117,183
135.4913032,34.66247817,大阪市立難波中学校,おおさかしりつなんばちゅうがっこう,浪速区塩草1-1-59,浪速区,06-6562-4477～9,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612300,中学校,2589,26101,191,190
135.503547,34.65884981,大阪市立日本橋中学校,おおさかしりつにっぽんばしちゅうがっこう,浪速区日本橋西1-7-6,浪速区,06-6633-3751～2,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612301,中学校,2640,26102,174,182
135.4997498,34.65355017,大阪市立木津中学校,おおさかしりつきづちゅうがっこう,浪速区戎本町1-3-46,浪速区,06-6632-5765～6,,,http://swa.city-osaka.ed.jp/swas/index.php?id=j612302,中学校,2620,26103,146,155
